id,text,label,priority
1964,Phòng 709 báo cáo tiền điện tháng này cao gấp đôi tháng trước dù dùng ít hơn.,điện,normal
1965,Lỗi cửa thoát hiểm tầng 2 bị khóa trái từ bên ngoài.,khác,normal
1966,Internet khu vực KSSV-255 mất tín hiệu.,internet,normal
1967,Vòi nước phòng KSSV-339 bị rò rỉ.,nước,high
1968,Khu sinh viên khu vực phòng KSSV-619 mất điện toàn bộ.,điện,high
1969,Vòi nước phòng kssv-522 bị rò rỉ.,nước,high
1970,Phòng KSSV-557 có rác chưa dọn.,vệ sinh,normal
1971,Thùng rác khu sinh viên gần KSSV-562 đầy tràn.,vệ sinh,normal
1972,Không vào được mạng ở phòng kssv-260.,internet,normal
1973,Cần xử lý sinh viên gây rối ở khu vực sảnh chung.,khác,normal
1974,Mùi hôi từ khu vệ sinh gần phòng KSSV-141 rất khó chịu.,vệ sinh,normal
1975,Phòng kssv-172 không có nước.,nước,high
1976,Quạt phòng KSSV-354 không quay.,thiết bị,normal
1977,Không vào được mạng ở phòng kssv-124.,internet,normal
1978,Phòng 102 bị điện giật nhẹ khi chạm vào vỏ máy tính bàn.,điện,normal
1979,Vòi nước khu vực giặt giũ chung bị mất tay cầm.,nước,normal
1980,Có tiếng lẹt xẹt từ hộp cầu dao tổng của dãy phòng 500.,điện,normal
1981,Có người lạ đi lại gần phòng kssv-639 tối qua.,khác,normal
1982,Báo cáo cầu dao tổng khu C bị nhảy liên tục.,điện,high
1983,Internet khu vực KSSV-588 mất tín hiệu.,internet,normal
1984,Phòng 104 muốn được mở khóa tài khoản Internet đã bị tạm ngưng.,internet,normal
1985,Không vào được mạng tại phòng KSSV-619.,internet,normal
1986,Phòng kssv-240 có côn trùng bay vào thường xuyên.,khác,normal
1987,Mùi hôi từ khu vệ sinh gần phòng KSSV-677 rất khó chịu.,vệ sinh,normal
1988,Bộ nguồn cấp điện cho máy chiếu phòng học chung bị hỏng.,điện,normal
1989,Mùi hôi từ khu vệ sinh gần phòng KSSV-617 rất khó chịu.,vệ sinh,normal
1990,Thùng rác khu sinh viên gần KSSV-655 đầy tràn.,vệ sinh,normal
1991,Mùi hôi từ nhà vệ sinh kssv-563 rất khó chịu.,vệ sinh,normal
1992,Phòng KSSV-343 bị mất đồ cá nhân.,khác,high
1993,Phòng 305 bị thấm dột nước mưa qua khung cửa sổ.,nước,normal
1994,Mạng bị lag và delay nặng khi tham gia các lớp học online.,internet,high
1995,Lỗi bàn làm việc chung bị nứt ở mặt bàn.,thiết bị,normal
1996,Không vào được mạng ở phòng kssv-436.,internet,normal
1997,Mùi hôi từ nhà vệ sinh kssv-490 rất khó chịu.,vệ sinh,normal
1998,Phòng kssv-264 có côn trùng bay vào thường xuyên.,khác,normal
1999,Có tiếng ồn lớn từ phòng kssv-479 ban đêm.,khác,normal
2000,"Ống nước tầng 1 bị vỡ, ảnh hưởng khu vực KSSV-156.",nước,normal
2001,Nước chảy yếu ở nhà tắm gần phòng KSSV-234.,nước,normal
2002,Cần thay thế đèn khẩn cấp khu vực cầu thang bị cháy bóng.,thiết bị,normal
2003,Vòi nước phòng kssv-495 bị rò rỉ.,nước,high
2004,"Báo cáo thiết bị mạng ở sảnh KTX bị hỏng, không có đèn báo nguồn.",internet,normal
2005,Phòng kssv-487 mất điện từ tối qua.,điện,high
2006,Tín hiệu WiFi ở khu vực ban công không có sóng.,internet,normal
2007,Điện tại phòng KSSV-457 chập chờn khi bật điều hòa.,điện,high
2008,Quạt phòng KSSV-292 không quay.,thiết bị,normal
2009,Khu sinh viên khu vực phòng KSSV-640 mất điện toàn bộ.,điện,high
2010,"Router tầng 3 bị lỗi, phòng KSSV-180 không vào mạng.",internet,normal
2011,Wi-Fi phòng KSSV-400 không kết nối được.,internet,normal
2012,Có người lạ đi lại gần khu phòng KSSV-154 vào tối qua.,khác,normal
2013,Internet khu vực KSSV-415 mất tín hiệu.,internet,normal
2014,Khu sinh viên khu vực phòng KSSV-565 mất điện toàn bộ.,điện,normal
2015,Điều hòa phòng KSSV-385 bị hỏng.,thiết bị,normal
2016,Ổ cắm phòng KSSV-303 phát ra tia lửa.,điện,high
2017,"Rác thải không được thu gom, chất đống quá tải ở thùng rác chung.",vệ sinh,normal
2018,Có tiếng ồn lớn từ phòng kssv-338 ban đêm.,khác,normal
2019,Cống thoát nước phòng kssv-415 bị nghẹt.,vệ sinh,normal
2020,Phòng KSSV-390 mất điện từ từ hôm qua.,điện,high
2021,Phòng KSSV-294 không có nước từ chiều nay.,nước,high
2022,Ổ điện bàn học kssv-234 không hoạt động.,thiết bị,normal
2023,Thùng rác khu sinh viên gần KSSV-271 đầy tràn.,vệ sinh,normal
2024,Đèn học phòng KSSV-489 bị hỏng.,thiết bị,normal
2025,Thùng rác khu vực tự học không được dọn trong 3 ngày.,vệ sinh,high
2026,Ổ điện bàn học kssv-449 không hoạt động.,thiết bị,normal
2027,Có tiếng ồn lớn từ phòng kssv-100 ban đêm.,khác,normal
2028,Cần kiểm tra bộ lọc nước tổng khu B bị bẩn.,nước,normal
2029,Lỗi mạng bị chậm khi xem phim trực tuyến.,internet,normal
2030,"Lỗi cửa sổ không đóng kín, bụi bẩn bay vào phòng liên tục.",vệ sinh,normal
2031,Phòng KSSV-653 mất điện từ sáng nay.,điện,high
2032,Thùng rác ở khu vực giải trí bị đầy tràn.,vệ sinh,normal
2033,Cần kiểm tra tình trạng say xỉn của một sinh viên ở sảnh khu B.,khác,normal
2034,Báo cáo ghế sofa ở phòng sinh hoạt chung bị lún sâu.,thiết bị,normal
2035,Cống thoát nước phòng KSSV-429 bị nghẹt.,vệ sinh,normal
2036,Bảng điện hành lang gần KSSV-677 nhảy aptomat liên tục.,điện,urgent
2037,Điều hòa phòng kssv-177 bị hỏng.,thiết bị,normal
2038,Phòng KSSV-630 không có nước từ từ sáng nay.,nước,normal
2039,Không vào được mạng tại phòng KSSV-253.,internet,normal
2040,Internet khu vực KSSV-144 mất tín hiệu.,internet,normal
2041,Có người lạ đi lại gần khu phòng KSSV-654 vào từ hôm qua.,khác,normal
2042,Mạng bị mất tín hiệu hoàn toàn trong thời gian 1 tiếng (9h-10h sáng).,internet,normal
2043,"Cửa sổ phòng 201 bị gỉ sét, không thể đóng kín.",thiết bị,normal
2044,Lỗi nước ở vòi uống công cộng có cặn trắng và mùi clo nồng nặc.,nước,normal
2045,Đề nghị lắp đặt thêm quạt hút mùi ở khu vực nấu ăn chung.,vệ sinh,normal
2046,Dây mạng ở hành lang bị ai đó giật đứt.,internet,normal
2047,Nước trong bồn rửa phòng KSSV-459 bị tắc.,nước,normal
2048,Cần kiểm tra lại hệ thống tiếp địa của toàn bộ khu nhà A.,điện,normal
2049,Có người lạ đi lại gần khu phòng KSSV-364 vào sáng nay.,khác,normal
2050,Có người lạ đi lại gần khu phòng KSSV-511 vào từ tối qua.,khác,normal
2051,Nước trong bồn rửa phòng KSSV-419 bị tắc.,nước,normal
2052,Phòng KSSV-551 có côn trùng bay vào thường xuyên.,khác,normal
2053,Nước chảy yếu ở nhà tắm gần phòng KSSV-201.,nước,normal
2054,"Router tầng 4 bị lỗi, phòng KSSV-347 không vào mạng.",internet,normal
2055,Lỗi van nước tổng khu vực nhà xe bị hỏng.,nước,high
2056,Phòng em thắc mắc về chi phí xử lý tắc cống do lỗi hệ thống chung.,nước,normal
2057,Nhà vệ sinh tầng 5 có mùi hôi.,vệ sinh,normal
2058,Router tầng 2 kssv bị lỗi.,internet,normal
2059,Ổ điện bàn học phòng KSSV-421 không hoạt động.,thiết bị,normal
2060,"Lỗi khóa từ bị mất điện, không thể quét thẻ vào phòng.",thiết bị,high
2061,Ổ cắm phòng 603 bị cháy khi sạc pin dự phòng.,điện,normal
2062,"Router tầng 3 bị lỗi, phòng KSSV-167 không vào mạng.",internet,normal
2063,Mạng bị ngắt hoàn toàn vào các ngày lễ lớn mà không có thông báo.,internet,normal
2064,"Lỗi quạt thông gió bị tắc bụi, không khí trong phòng tắm rất ngột ngạt.",vệ sinh,normal
2065,"Router tầng 5 bị lỗi, phòng KSSV-556 không vào mạng.",internet,normal
2066,Phòng KSSV-418 không có nước từ tối qua.,nước,high
2067,Mùi hôi từ khu vệ sinh gần phòng KSSV-411 rất khó chịu.,vệ sinh,normal
2068,Phòng kssv-281 có rác chưa dọn.,vệ sinh,normal
2069,"Tủ đựng đồ phòng 103 bị bung mặt sau, rất dễ mất đồ.",thiết bị,normal
2070,Vòi nước phòng KSSV-552 bị rò rỉ.,nước,high
2071,Mạng WiFi KTX khu D bị mất tín hiệu hoàn toàn từ tối qua.,internet,normal
2072,Có tiếng ồn lớn từ phòng kssv-119 ban đêm.,khác,normal
2073,Cần sửa chữa công tắc điều khiển quạt thông gió nhà tắm bị liệt.,điện,normal
2074,Mùi hôi từ nhà vệ sinh kssv-558 rất khó chịu.,vệ sinh,normal
2075,Phòng KSSV-253 có côn trùng bay vào thường xuyên.,khác,normal
2076,Ổ cắm phòng KSSV-516 phát ra tia lửa.,điện,high
2077,Báo cáo mất trộm giày dép ở khu vực tủ giày chung.,khác,normal
2078,Không vào được mạng tại phòng KSSV-221.,internet,normal
2079,Phòng KSSV-284 có rác chưa dọn.,vệ sinh,normal
2080,Đề nghị sửa chữa ổ cắm sạc điện thoại ở khu vực sảnh chung bị hỏng.,điện,normal
2081,Nước trong bồn rửa phòng kssv-627 bị tắc.,nước,normal
2082,Wi-Fi phòng KSSV-483 không kết nối được.,internet,normal
2083,Cống thoát nước phòng KSSV-611 bị nghẹt.,vệ sinh,normal
2084,Không vào được mạng tại phòng KSSV-400.,internet,normal
2085,Có người lạ đi lại gần phòng kssv-300 tối qua.,khác,normal
2086,Phòng tự học chung bị kiến bò và côn trùng xuất hiện.,vệ sinh,normal
2087,Có người lạ đi lại gần phòng kssv-549 tối qua.,khác,normal
2088,Phòng kssv-235 không có nước.,nước,high
2089,Có người lạ đi lại gần phòng kssv-590 tối qua.,khác,normal
2090,Có người lạ đi lại gần phòng kssv-154 tối qua.,khác,normal
2091,Phòng KSSV-377 có rác chưa dọn.,vệ sinh,normal
2092,Đèn học phòng kssv-140 bị hỏng.,thiết bị,normal
2093,Wi-Fi phòng kssv-375 không kết nối được.,internet,normal
2094,Cần thay thế thùng rác chung bị nứt vỡ.,vệ sinh,normal
2095,Phòng KSSV-252 không có nước từ chiều nay.,nước,normal
2096,Không vào được mạng tại phòng KSSV-621.,internet,normal
2097,Ổ điện bàn học phòng KSSV-665 không hoạt động.,thiết bị,normal
2098,Mùi hôi từ nhà vệ sinh kssv-309 rất khó chịu.,vệ sinh,normal
2099,Nước trong bồn rửa phòng KSSV-294 bị tắc.,nước,normal
2100,Wi-Fi phòng KSSV-524 không kết nối được.,internet,normal
2101,Có người lạ đi lại gần phòng kssv-648 tối qua.,khác,normal
2102,Không vào được mạng tại phòng KSSV-257.,internet,normal
2103,Phòng KSSV-563 bị mất đồ cá nhân.,khác,high
2104,Máy sấy quần áo ở khu B không làm khô đồ dù đã chạy hết chu trình.,thiết bị,normal
2105,"Lỗi cống thoát nước khu nhà xe bị tắc, nước đọng đen hôi.",vệ sinh,normal
2106,Nước trong bồn rửa phòng KSSV-245 bị tắc.,nước,normal
2107,Không vào được mạng tại phòng KSSV-221.,internet,normal
2108,Có người lạ đi lại gần phòng kssv-166 tối qua.,khác,normal
2109,Phòng kssv-620 bị mất đồ cá nhân.,khác,high
2110,Phòng 507 bị phạt vì quên rút phích cắm ấm đun nước.,điện,normal
2111,Internet khu vực KSSV-577 mất tín hiệu.,internet,normal
2112,Internet khu vực KSSV-581 mất tín hiệu.,internet,normal
2113,Cần bổ sung rèm cửa cho phòng kssv-579.,khác,normal
2114,Phòng KSSV-554 có côn trùng bay vào thường xuyên.,khác,normal
2115,Thùng rác khu sinh viên gần KSSV-130 đầy tràn.,vệ sinh,normal
2116,Khu sinh viên khu vực phòng KSSV-326 mất điện toàn bộ.,điện,high
2117,Cần kiểm tra cáp điện đi qua cửa sổ phòng 701 bị kẹt.,điện,normal
2118,Khu sinh viên khu vực phòng KSSV-459 mất điện toàn bộ.,điện,high
2119,Khu sinh viên khu vực phòng KSSV-655 mất điện toàn bộ.,điện,high
2120,Cần kiểm tra độ ổn định của mạng KTX vào giờ khuya.,internet,normal
2121,Phòng kssv-552 có côn trùng bay vào thường xuyên.,khác,normal
2122,Phòng KSSV-195 có rác chưa dọn.,vệ sinh,normal
2123,Điều hòa phòng KSSV-633 bị hỏng.,thiết bị,normal
2124,Phòng KSSV-210 bị mất đồ cá nhân.,khác,high
2125,Nước trong bồn rửa phòng kssv-226 bị tắc.,nước,normal
2126,Điều hòa phòng KSSV-385 bị hỏng.,thiết bị,normal
2127,Phòng kssv-106 có rác chưa dọn.,vệ sinh,normal
2128,Mái che khu vực phơi đồ bị tốc mái do gió bão.,thiết bị,normal
2129,Đèn học phòng KSSV-600 bị hỏng.,thiết bị,normal
2130,Không vào được mạng ở phòng kssv-360.,internet,normal
2131,Nước chảy yếu ở nhà tắm gần phòng KSSV-672.,nước,normal
2132,Nước trong bồn rửa phòng kssv-579 bị tắc.,nước,normal
2133,Mạng KTX bị chặn truy cập vào máy chủ game và một số trang web nước ngoài.,internet,normal
2134,Phòng kssv-212 bị mất đồ cá nhân.,khác,high
2135,Cống thoát nước phòng kssv-690 bị nghẹt.,vệ sinh,normal
2136,Tường nhà bị bẩn do sinh viên dán băng keo.,vệ sinh,normal
2137,Ổ điện bàn học kssv-312 không hoạt động.,thiết bị,normal
2138,Cần thông báo lịch dọn vệ sinh chung theo tuần.,vệ sinh,normal
2139,Nước chảy yếu ở nhà tắm gần phòng KSSV-415.,nước,normal
2140,Có tiếng ồn lớn từ phòng KSSV-619 vào từ tối qua.,khác,normal
2141,Phòng KSSV-507 bị mất đồ cá nhân.,khác,high
2142,Phòng kssv-690 mất điện từ tối qua.,điện,high
2143,Đèn trong phòng kssv-386 bị cháy.,điện,normal
2144,Bảng điện hành lang gần KSSV-537 nhảy aptomat liên tục.,điện,urgent
2145,Nước chảy yếu ở nhà tắm gần phòng KSSV-507.,nước,normal
2146,Vòi nước phòng KSSV-587 bị rò rỉ.,nước,high
2147,Điều hòa phòng kssv-692 bị hỏng.,thiết bị,normal
2148,Cống thoát nước phòng KSSV-324 bị nghẹt.,vệ sinh,normal
2149,Có tiếng ồn lớn từ phòng KSSV-104 vào trưa nay.,khác,normal
2150,Quạt phòng kssv-150 không quay.,thiết bị,normal
2151,Ổ điện bàn học phòng KSSV-112 không hoạt động.,thiết bị,normal
2152,Phòng kssv-281 có côn trùng bay vào thường xuyên.,khác,normal
2153,Đèn học phòng kssv-391 bị hỏng.,thiết bị,normal
2154,Phòng KSSV-597 mất điện từ đêm qua.,điện,high
2155,Không vào được mạng tại phòng KSSV-461.,internet,normal
2156,Ổ điện bàn học phòng KSSV-345 không hoạt động.,thiết bị,normal
2157,Cần thông tắc cống thoát nước ở khu vực nhà xe bị ứ đọng.,nước,normal
2158,Điều hòa phòng kssv-591 bị hỏng.,thiết bị,normal
2159,Không vào được mạng ở phòng kssv-555.,internet,normal
2160,Phòng KSSV-438 có côn trùng bay vào thường xuyên.,khác,normal
2161,Ổ điện bàn học phòng KSSV-468 không hoạt động.,thiết bị,normal
2162,Cống thoát nước phòng kssv-162 bị nghẹt.,vệ sinh,normal
2163,Phòng 508 báo cáo thiết bị phát WiFi có tiếng kêu lạ.,internet,normal
2164,Có người lạ đi lại gần khu phòng KSSV-479 vào từ hôm qua.,khác,normal
2165,Tủ lạnh chung tầng 3 bị rò điện.,thiết bị,high
2166,"Lỗi máy hút bụi chung bị hỏng túi chứa, làm rác rơi ra sàn.",vệ sinh,normal
2167,Khu sinh viên khu vực phòng KSSV-157 mất điện toàn bộ.,điện,high
2168,Nhà vệ sinh tầng 3 kssv có mùi hôi.,vệ sinh,normal
2169,Nước từ vòi hoa sen bị lẫn cặn vôi trắng.,nước,normal
2170,"Đề nghị sửa chữa nắp cống ở sân KTX bị vỡ, gây nguy hiểm.",nước,normal
2171,Điều hòa phòng kssv-139 bị hỏng.,thiết bị,normal
2172,Vòi nước phòng KSSV-370 bị rò rỉ.,nước,high
2173,Aptomat phòng 512 tự động nhảy khi bật đèn và quạt cùng lúc.,điện,high
2174,Lỗi công tắc điều khiển máy bơm không phản hồi.,nước,normal
2175,Phòng KSSV-371 có côn trùng bay vào thường xuyên.,khác,normal
2176,Quạt phòng KSSV-221 không quay.,thiết bị,normal
2177,Báo cáo mất quần áo ở máy giặt công cộng.,khác,normal
2178,Mạng khu sinh viên rất yếu vào tối qua.,internet,normal
2179,Phòng KSSV-303 bị mất đồ cá nhân.,khác,high
2180,Cần phun thuốc muỗi khẩn cấp vì khu vực sân sau có ổ muỗi lớn.,vệ sinh,normal
2181,Không vào được mạng ở phòng kssv-355.,internet,normal
2182,Khu sinh viên khu vực phòng KSSV-384 mất điện toàn bộ.,điện,normal
2183,Mùi hôi từ nhà vệ sinh kssv-183 rất khó chịu.,vệ sinh,normal
2184,Đèn học phòng kssv-405 bị hỏng.,thiết bị,normal
2185,Phòng kssv-698 bị mất đồ cá nhân.,khác,high
2186,"Router tầng 1 bị lỗi, phòng KSSV-583 không vào mạng.",internet,normal
2187,Cống thoát nước phòng KSSV-208 bị nghẹt.,vệ sinh,normal
2188,Phòng kssv-133 có rác chưa dọn.,vệ sinh,normal
2189,Internet khu vực KSSV-276 mất tín hiệu.,internet,normal
2190,"Router tầng 4 bị lỗi, phòng KSSV-480 không vào mạng.",internet,normal
2191,Phòng 301 bị kiểm tra vì có mùi hôi từ thực phẩm thối.,vệ sinh,normal
2192,Ổ điện bàn học phòng KSSV-637 không hoạt động.,thiết bị,normal
2193,Wi-Fi phòng KSSV-395 không kết nối được.,internet,normal
2194,Quạt phòng KSSV-648 không quay.,thiết bị,normal
2195,Không vào được mạng ở phòng kssv-307.,internet,normal
2196,Vòi nước phòng KSSV-126 bị rò rỉ.,nước,high
2197,Phòng KSSV-565 có rác chưa dọn.,vệ sinh,normal
2198,Phòng KSSV-340 mất điện từ chiều nay.,điện,high
2199,Router tầng 6 kssv bị lỗi.,internet,normal
2200,Quạt phòng KSSV-648 không quay.,thiết bị,normal
2201,Có tiếng ồn lớn từ phòng kssv-382 ban đêm.,khác,normal
2202,Phòng kssv-569 mất điện từ tối qua.,điện,high
2203,Nhà vệ sinh tầng 5 kssv có mùi hôi.,vệ sinh,normal
2204,Phòng 512 thắc mắc về chi phí thuê thợ sửa chữa đường ống nước cá nhân.,nước,normal
2205,Đèn học phòng KSSV-561 bị hỏng.,thiết bị,normal
2206,Không vào được mạng tại phòng KSSV-656.,internet,normal
2207,Mùi hôi từ nhà vệ sinh kssv-599 rất khó chịu.,vệ sinh,normal
2208,Ổ cắm phòng KSSV-661 phát ra tia lửa.,điện,high
2209,Phòng KSSV-212 mất điện từ đêm qua.,điện,high
2210,Điện tại phòng KSSV-385 chập chờn khi bật điều hòa.,điện,high
2211,"Lỗi tài khoản Internet bị khóa không rõ lý do, không thể đăng nhập lại.",internet,normal
2212,Phòng 508 báo cáo thiết bị phát WiFi có tiếng kêu lạ.,internet,normal
2213,Nước chảy yếu ở nhà tắm kssv-281.,nước,normal
2214,Cần thay thế router WiFi đã quá cũ ở tầng 5.,internet,normal
2215,Đèn học phòng KSSV-308 bị hỏng.,thiết bị,normal
2216,Phòng kssv-435 có côn trùng bay vào thường xuyên.,khác,normal
2217,Mạng KTX không hỗ trợ kết nối với thiết bị mạng cá nhân.,internet,normal
2218,Có người lạ đi lại gần phòng kssv-671 tối qua.,khác,normal
2219,Khu sinh viên khu vực phòng KSSV-541 mất điện toàn bộ.,điện,high
2220,Không vào được mạng tại phòng KSSV-581.,internet,normal
2221,Tủ lạnh chung tầng 4 bị rò điện.,thiết bị,high
2222,Cần bổ sung rèm cửa cho phòng KSSV-556.,khác,normal
2223,Nhà vệ sinh tầng 1 có mùi hôi.,vệ sinh,normal
2224,Thùng rác khu sinh viên gần KSSV-466 đầy tràn.,vệ sinh,normal
2225,Cần bổ sung rèm cửa cho phòng kssv-657.,khác,normal
2226,Phòng kssv-414 có côn trùng bay vào thường xuyên.,khác,normal
2227,Phòng KSSV-406 có côn trùng bay vào thường xuyên.,khác,normal
2228,Phòng kssv-285 có rác chưa dọn.,vệ sinh,normal
2229,Đèn học phòng kssv-369 bị hỏng.,thiết bị,normal
2230,Wi-Fi phòng kssv-686 không kết nối được.,internet,normal
2231,Mùi thức ăn từ khu bếp chung bay vào phòng 501.,vệ sinh,normal
2232,Nước chảy yếu ở nhà tắm kssv-437.,nước,normal
2233,Đèn trong phòng kssv-245 bị cháy.,điện,normal
2234,Phòng em bị mất remote điều hòa và bị phạt tiền.,thiết bị,normal
2235,Đèn học phòng KSSV-391 bị hỏng.,thiết bị,normal
2236,Ổ cắm phòng KSSV-374 phát ra tia lửa.,điện,high
2237,Nước trong bồn rửa phòng kssv-240 bị tắc.,nước,normal
2238,Phòng 509 thắc mắc về lỗi hệ thống quản lý tài khoản mạng KTX.,internet,normal
2239,Ổ điện bàn học phòng KSSV-407 không hoạt động.,thiết bị,normal
2240,Tín hiệu WiFi không đến được khu vực giường tầng trên.,internet,normal
2241,Đèn học phòng kssv-252 bị hỏng.,thiết bị,normal
2242,Nước trong bồn rửa phòng KSSV-251 bị tắc.,nước,normal
2243,Mùi hôi từ nhà vệ sinh kssv-688 rất khó chịu.,vệ sinh,normal
2244,Không vào được mạng tại phòng KSSV-432.,internet,normal
2245,Mùi hôi từ nhà vệ sinh kssv-205 rất khó chịu.,vệ sinh,normal
2246,Phòng 209 bị phân chim rơi vào phòng qua cửa sổ.,vệ sinh,normal
2247,Internet khu vực KSSV-308 mất tín hiệu.,internet,normal
2248,Phòng 102 bị ngập nước do cống thoát nước sàn bị tắc vì tóc và rác.,nước,normal
2249,Phòng KSSV-546 mất điện từ trưa nay.,điện,high
2250,Điện phòng kssv-261 chập chờn khi bật điều hòa.,điện,normal
2251,Quạt phòng KSSV-354 không quay.,thiết bị,normal
2252,Phòng kssv-358 mất điện từ tối qua.,điện,high
2253,Cống thoát nước phòng kssv-369 bị nghẹt.,vệ sinh,normal
2254,Đèn trong phòng kssv-508 bị cháy.,điện,normal
2255,Mùi hôi từ khu vệ sinh gần phòng KSSV-270 rất khó chịu.,vệ sinh,normal
2256,Tấm ván sàn gỗ ở phòng sinh hoạt chung bị lún và gãy.,khác,normal
2257,Phòng KSSV-557 không có nước từ từ sáng nay.,nước,normal
2258,Phòng KSSV-165 có côn trùng bay vào thường xuyên.,khác,normal
2259,Đèn trong phòng kssv-563 bị cháy.,điện,normal
2260,Điều hòa phòng kssv-226 bị hỏng.,thiết bị,normal
2261,Tủ lạnh chung tầng 1 bị rò điện.,thiết bị,high
2262,Lỗi kết nối mạng bị đứt khi có nhiều người cùng truy cập WiFi.,internet,normal
2263,Phòng KSSV-118 có côn trùng bay vào thường xuyên.,khác,normal
2264,Nước trong bồn rửa phòng kssv-545 bị tắc.,nước,normal
2265,Phòng 209 bị phân chim rơi vào phòng qua cửa sổ.,vệ sinh,normal
2266,Wi-Fi phòng KSSV-697 không kết nối được.,internet,normal
2267,Ổ cắm phòng kssv-471 phát ra tia lửa.,điện,high
2268,Báo cáo vòi nước ở sân thể thao bị rò rỉ liên tục.,nước,high
2269,Phòng em bị mất remote điều hòa và bị phạt tiền.,thiết bị,normal
2270,Không vào được mạng ở phòng kssv-186.,internet,normal
2271,Có tiếng ồn lớn từ phòng kssv-486 ban đêm.,khác,normal
2272,Lỗi công tắc điều khiển quạt thông gió nhà vệ sinh chung bị hỏng.,thiết bị,normal
2273,Wi-Fi phòng KSSV-427 không kết nối được.,internet,normal
2274,Đề nghị lắp đặt thêm thùng rác phân loại ở mỗi tầng.,vệ sinh,normal
2275,Ổ điện bàn học kssv-504 không hoạt động.,thiết bị,normal
2276,Cần kiểm tra và sửa chữa xích đu ngoài trời bị hỏng.,khác,normal
2277,Báo cáo đường ống nước của hệ thống PCCC bị rò rỉ.,nước,normal
2278,Phòng kssv-119 có rác chưa dọn.,vệ sinh,normal
2279,Bảng điện hành lang gần KSSV-651 nhảy aptomat liên tục.,điện,urgent
2280,Phòng KSSV-114 bị mất đồ cá nhân.,khác,high
2281,Có tiếng ồn lớn từ phòng KSSV-149 vào sáng nay.,khác,normal
2282,Báo cáo mất điện thoại ở căng tin KTX.,khác,normal
2283,Phòng KSSV-350 không có nước từ từ tối qua.,nước,normal
2284,Đèn trong phòng kssv-588 bị cháy.,điện,normal
2285,Điều hòa phòng KSSV-106 bị hỏng.,thiết bị,normal
2286,Đèn học phòng kssv-237 bị hỏng.,thiết bị,normal
2287,Bảng điện hành lang gần KSSV-153 nhảy aptomat liên tục.,điện,urgent
2288,Wi-Fi phòng KSSV-695 không kết nối được.,internet,normal
2289,Quạt phòng kssv-652 không quay.,thiết bị,normal
2290,Wi-Fi phòng KSSV-502 không kết nối được.,internet,normal
2291,Phòng KSSV-653 không có nước từ đêm qua.,nước,high
2292,Điều hòa phòng kssv-229 bị hỏng.,thiết bị,normal
2293,"Ống nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-645.",nước,normal
2294,Phòng kssv-398 có rác chưa dọn.,vệ sinh,normal
2295,Có tiếng ồn lớn từ phòng KSSV-187 vào từ hôm qua.,khác,normal
2296,Phòng KSSV-327 bị mất đồ cá nhân.,khác,high
2297,Phòng kssv-325 mất điện từ tối qua.,điện,high
2298,Đèn học phòng KSSV-220 bị hỏng.,thiết bị,normal
2299,Lỗi mạng bị chậm khi xem phim trực tuyến.,internet,normal
2300,Điều hòa phòng KSSV-616 bị hỏng.,thiết bị,normal
2301,Tủ lạnh chung tầng 2 bị rò điện.,thiết bị,high
2302,Phòng 505 báo cáo thẻ điện bị từ chối dù còn số dư.,điện,normal
2303,Phòng KSSV-679 không có nước từ từ tối qua.,nước,normal
2304,Phòng KSSV-177 mất điện từ đêm qua.,điện,high
2305,Ổ điện bàn học kssv-587 không hoạt động.,thiết bị,normal
2306,Phòng KSSV-231 có côn trùng bay vào thường xuyên.,khác,normal
2307,"Báo cáo nhà vệ sinh chung quá bẩn, không thể sử dụng.",vệ sinh,normal
2308,Cần vệ sinh và khử khuẩn bể chứa nước chung vì nước có màu lạ.,vệ sinh,normal
2309,Nước chảy yếu ở nhà tắm gần phòng KSSV-540.,nước,normal
2310,Lỗi tường nhà vệ sinh bị ẩm mốc do thấm nước.,vệ sinh,normal
2311,Đề nghị sửa chữa bánh xe của ghế học sinh bị vỡ.,thiết bị,normal
2312,Báo cáo cáp quang bị đứt do thi công ở khu vực gần KTX.,internet,normal
2313,Cống thoát nước phòng kssv-370 bị nghẹt.,vệ sinh,normal
2314,Đèn trong phòng kssv-320 bị cháy.,điện,normal
2315,Phòng kssv-545 mất điện từ tối qua.,điện,high
2316,Router tầng 4 kssv bị lỗi.,internet,normal
2317,"Router tầng 2 bị lỗi, phòng KSSV-251 không vào mạng.",internet,normal
2318,Có người lạ đi lại gần khu phòng KSSV-282 vào từ hôm qua.,khác,normal
2319,Khu sinh viên khu vực phòng KSSV-508 mất điện toàn bộ.,điện,high
2320,"Ống nước tầng 2 bị vỡ, ảnh hưởng khu vực KSSV-429.",nước,normal
2321,Người lạ mặt không phải sinh viên đột nhập vào phòng 109 vào ban đêm.,khác,normal
2322,Không vào được mạng tại phòng KSSV-652.,internet,normal
2323,"Báo cáo áp lực nước rất yếu vào buổi sáng (6h-7h), không đủ để tắm rửa.",nước,normal
2324,"Ổ cắm chung ở sảnh bị hỏng, không thể sạc laptop khi học nhóm.",điện,normal
2325,"WiFi khu vực tầng 3 liên tục bị rớt sóng, không ổn định.",internet,normal
2326,Phòng kssv-517 không có nước.,nước,high
