id,text,label,priority
4486,Lỗi mạng KTX không thể kết nối được với máy tính bảng.,internet,normal
4487,Cần thay thế thùng rác chung bị nứt vỡ.,vệ sinh,normal
4488,Báo cáo bồn cầu ở nhà vệ sinh chung tầng 4 bị tắc cứng.,thiết bị,normal
4489,"Router tầng 6 bị lỗi, phòng KSSV-691 không vào mạng.",internet,normal
4490,Điện phòng kssv-667 chập chờn khi bật điều hòa.,điện,normal
4491,"Cảnh báo cháy giả bị kích hoạt, đề nghị kiểm tra hệ thống PCCC.",khác,normal
4492,"Máy bơm nước tổng khu A hoạt động ồn ào và liên tục, có dấu hiệu hỏng hóc.",nước,normal
4493,Mạng khu sinh viên rất yếu vào sáng nay.,internet,normal
4494,Bảng điện hành lang gần KSSV-323 nhảy aptomat liên tục.,điện,high
4495,Phòng KSSV-120 có rác chưa dọn.,vệ sinh,normal
4496,Có người lạ đi lại gần khu phòng KSSV-685 vào trưa nay.,khác,normal
4497,Thùng rác khu sinh viên gần KSSV-603 đầy tràn.,vệ sinh,normal
4498,"Lỗi thẻ điện không nhận khi cắm vào khe đọc, không thể nạp thêm.",điện,normal
4499,Cần bổ sung rèm cửa cho phòng kssv-377.,khác,normal
4500,Phòng KSSV-400 mất điện từ đêm qua.,điện,high
4501,Có tiếng ồn lớn từ phòng KSSV-623 vào từ hôm qua.,khác,normal
4502,Nước rửa tay ở nhà vệ sinh chung bị hết từ sáng.,vệ sinh,normal
4503,Có người lạ đi lại gần phòng kssv-424 tối qua.,khác,normal
4504,Cống thoát nước phòng kssv-563 bị nghẹt.,vệ sinh,normal
4505,"Lỗi cửa chính KTX không đóng vào ban đêm, không đảm bảo an ninh.",khác,normal
4506,Báo cáo rò rỉ nước vào đường dây điện chính ở khu A.,điện,normal
4507,Bảng điện hành lang gần KSSV-182 nhảy aptomat liên tục.,điện,high
4508,Đèn học phòng KSSV-186 bị hỏng.,thiết bị,normal
4509,Nước chảy yếu ở nhà tắm gần phòng KSSV-331.,nước,normal
4510,Wi-Fi phòng kssv-495 không kết nối được.,internet,normal
4511,"Router tầng 2 bị lỗi, phòng KSSV-251 không vào mạng.",internet,normal
4512,Ống nước tầng 1 kssv bị vỡ.,nước,urgent
4513,Có người lạ đi lại gần phòng kssv-676 tối qua.,khác,normal
4514,Phòng em bị nước thải từ máy giặt công cộng chảy ngược vào phòng.,vệ sinh,normal
4515,Điện tại phòng KSSV-479 chập chờn khi bật điều hòa.,điện,high
4516,Mạng khu sinh viên rất yếu vào từ hôm qua.,internet,normal
4517,Điều hòa phòng kssv-249 bị hỏng.,thiết bị,normal
4518,Có tiếng ồn lớn từ phòng KSSV-581 vào sáng nay.,khác,normal
4519,Phòng 701 báo cáo nước bị rò rỉ từ đường ống nước của điều hòa.,thiết bị,normal
4520,Nước chảy yếu ở nhà tắm kssv-415.,nước,normal
4521,Phòng kssv-557 có rác chưa dọn.,vệ sinh,normal
4522,Ống nước tầng 6 kssv bị vỡ.,nước,normal
4523,Điều hòa phòng kssv-294 bị hỏng.,thiết bị,normal
4524,Lỗi cửa kính khu vực tự học bị bẩn.,vệ sinh,normal
4525,Đèn trong phòng kssv-389 bị cháy.,điện,normal
4526,Lỗi ống thoát nước của bồn rửa chén chung bị bung mối nối.,nước,normal
4527,Nước thải từ khu vực rửa chén chung bị tràn ra sàn.,vệ sinh,normal
4528,Có người lạ đi lại gần khu phòng KSSV-401 vào đêm qua.,khác,normal
4529,Phòng KSSV-593 không có nước từ sáng nay.,nước,high
4530,Có người lạ đi lại gần khu phòng KSSV-126 vào từ sáng nay.,khác,normal
4531,Có người lạ đi lại gần phòng kssv-312 tối qua.,khác,normal
4532,Phòng KSSV-617 có côn trùng bay vào thường xuyên.,khác,normal
4533,Lỗi vách tường nhà vệ sinh bị nấm mốc do rò rỉ nước ngầm.,vệ sinh,normal
4534,"Ống nước tầng 3 bị vỡ, ảnh hưởng khu vực KSSV-553.",nước,urgent
4535,Cống thoát nước phòng KSSV-342 bị nghẹt.,vệ sinh,normal
4536,Phòng KSSV-223 có rác chưa dọn.,vệ sinh,normal
4537,Đèn học phòng kssv-262 bị hỏng.,thiết bị,normal
4538,"Lỗi van xả nước của bồn cầu phòng 107 bị hỏng, nước chảy liên tục vào bồn.",nước,high
4539,Phòng kssv-394 không có nước.,nước,high
4540,Điều hòa phòng KSSV-650 bị hỏng.,thiết bị,normal
4541,Ổ cắm phòng kssv-240 phát ra tia lửa.,điện,high
4542,Không vào được mạng tại phòng KSSV-528.,internet,normal
4543,Thùng rác khu sinh viên gần KSSV-116 đầy tràn.,vệ sinh,normal
4544,Nước trong bồn rửa phòng KSSV-190 bị tắc.,nước,normal
4545,Ổ cắm phòng kssv-597 phát ra tia lửa.,điện,high
4546,"Router tầng 6 bị lỗi, phòng KSSV-153 không vào mạng.",internet,normal
4547,Cần bổ sung rèm cửa cho phòng KSSV-482.,khác,normal
4548,Cần bổ sung rèm cửa cho phòng kssv-260.,khác,normal
4549,"Hệ thống chiếu sáng hành lang tầng 3 bị hỏng, tối đen từ 21h hàng đêm.",điện,normal
4550,Điện tại phòng KSSV-611 chập chờn khi bật điều hòa.,điện,high
4551,Nước chảy yếu ở nhà tắm gần phòng KSSV-289.,nước,normal
4552,Phòng KSSV-636 có rác chưa dọn.,vệ sinh,normal
4553,Nước chảy yếu ở nhà tắm gần phòng KSSV-284.,nước,normal
4554,Phòng kssv-545 mất điện từ tối qua.,điện,high
4555,"Router tầng 3 bị lỗi, phòng KSSV-512 không vào mạng.",internet,normal
4556,Bảng điện hành lang gần KSSV-230 nhảy aptomat liên tục.,điện,high
4557,Router tầng 5 kssv bị lỗi.,internet,normal
4558,Đèn học phòng kssv-618 bị hỏng.,thiết bị,normal
4559,Wi-Fi phòng KSSV-616 không kết nối được.,internet,normal
4560,"Lỗi cổng mạng LAN ở phòng 304 bị hỏng, không kết nối được máy tính bàn.",internet,normal
4561,Cần kiểm tra dây cáp mạng tổng bị đứt ở khu vực sau nhà kho.,internet,normal
4562,Cần bổ sung rèm cửa cho phòng KSSV-209.,khác,normal
4563,Phòng 301 thắc mắc về phí phạt quá cao do sử dụng bếp từ không khai báo.,điện,normal
4564,Ổ điện bàn học phòng KSSV-348 không hoạt động.,thiết bị,normal
4565,Đèn trong phòng kssv-396 bị cháy.,điện,normal
4566,Phòng 511 báo cáo đèn bàn học bị mất công tắc nguồn.,thiết bị,normal
4567,Ổ điện bàn học phòng KSSV-486 không hoạt động.,thiết bị,normal
4568,Quạt trần phòng 101 chạy yếu bất thường và phát ra tiếng kêu rít lớn.,điện,normal
4569,Phòng 701 báo cáo nước sinh hoạt có màu xanh rêu bất thường.,nước,normal
4570,Đèn học phòng kssv-477 bị hỏng.,thiết bị,normal
4571,Có người lạ đi lại gần khu phòng KSSV-556 vào chiều nay.,khác,normal
4572,Mùi hôi từ nhà vệ sinh kssv-140 rất khó chịu.,vệ sinh,normal
4573,Phòng kssv-466 mất điện từ tối qua.,điện,high
4574,"Ống nước tầng 1 bị vỡ, ảnh hưởng khu vực KSSV-554.",nước,urgent
4575,Cần thay thế tay nắm cửa phòng 702 bị gãy.,thiết bị,high
4576,Mùi hôi từ nhà vệ sinh kssv-298 rất khó chịu.,vệ sinh,normal
4577,Cần lắp đặt thêm gương cầu lồi ở góc cua cầu thang.,khác,normal
4578,Bảng điện hành lang gần KSSV-406 nhảy aptomat liên tục.,điện,high
4579,Internet khu vực KSSV-616 mất tín hiệu.,internet,normal
4580,Ổ cắm phòng KSSV-230 phát ra tia lửa.,điện,high
4581,Phòng kssv-175 bị mất đồ cá nhân.,khác,high
4582,"Báo cáo cây cối um tùm, là nơi sinh sản của côn trùng.",vệ sinh,normal
4583,Quạt phòng KSSV-677 không quay.,thiết bị,normal
4584,"Router tầng 4 bị lỗi, phòng KSSV-470 không vào mạng.",internet,normal
4585,Đèn học phòng kssv-488 bị hỏng.,thiết bị,normal
4586,"Router ở tầng 3 bị khóa trái phép, không thể truy cập cài đặt.",internet,normal
4587,Cần bổ sung rèm cửa cho phòng KSSV-322.,khác,normal
4588,Vòi nước phòng kssv-586 bị rò rỉ.,nước,high
4589,Wi-Fi phòng KSSV-241 không kết nối được.,internet,normal
4590,Ổ cắm phòng 111 bị mất nguồn điện một cách đột ngột.,điện,normal
4591,Phòng 305 bị lập biên bản vì nấu ăn bằng thiết bị cấm.,khác,normal
4592,Vòi nước phòng KSSV-520 bị rò rỉ.,nước,high
4593,Cống thoát nước phòng kssv-141 bị nghẹt.,vệ sinh,normal
4594,Có tiếng ồn lớn từ phòng KSSV-475 vào tối qua.,khác,normal
4595,Quạt phòng KSSV-316 không quay.,thiết bị,normal
4596,Có người lạ đi lại gần phòng kssv-529 tối qua.,khác,normal
4597,Nước chảy yếu ở nhà tắm kssv-178.,nước,normal
4598,Vòi nước phòng KSSV-690 bị rò rỉ.,nước,high
4599,Có tiếng ồn lớn từ phòng kssv-165 ban đêm.,khác,normal
4600,"Rác thải sinh hoạt chất đống ở cầu thang bộ, thu hút chuột và ruồi.",vệ sinh,normal
4601,Có người lạ đi lại gần khu phòng KSSV-109 vào từ tối qua.,khác,normal
4602,Cống thoát nước phòng 505 bị tắc do đổ sữa chua.,nước,normal
4603,Không vào được mạng ở phòng kssv-505.,internet,normal
4604,Quạt phòng KSSV-445 không quay.,thiết bị,normal
4605,Lỗi cửa kính sảnh chính bị mờ do bụi bẩn lâu ngày.,vệ sinh,normal
4606,Có người lạ đi lại gần phòng kssv-400 tối qua.,khác,normal
4607,Nước trong bồn rửa phòng kssv-361 bị tắc.,nước,normal
4608,Có tiếng ồn lớn từ phòng kssv-354 ban đêm.,khác,normal
4609,Phòng KSSV-311 mất điện từ từ tối qua.,điện,high
4610,"Báo cáo thiết bị mạng ở sảnh KTX bị hỏng, không có đèn báo nguồn.",internet,normal
4611,Phòng KSSV-206 có rác chưa dọn.,vệ sinh,normal
4612,Vòi nước phòng kssv-262 bị rò rỉ.,nước,high
4613,"Router tầng 3 bị lỗi, phòng KSSV-249 không vào mạng.",internet,normal
4614,Phòng em bị nước thải từ tầng trên rơi xuống quần áo.,vệ sinh,normal
4615,Internet khu vực KSSV-424 mất tín hiệu.,internet,normal
4616,Phòng KSSV-519 bị mất đồ cá nhân.,khác,high
4617,Cần bổ sung rèm cửa cho phòng KSSV-392.,khác,normal
4618,Cống thoát nước phòng kssv-177 bị nghẹt.,vệ sinh,normal
4619,Phòng KSSV-563 có rác chưa dọn.,vệ sinh,normal
4620,Wi-Fi phòng kssv-226 không kết nối được.,internet,normal
4621,Có người lạ đi lại gần khu phòng KSSV-373 vào chiều nay.,khác,normal
4622,Điện tại phòng KSSV-383 chập chờn khi bật điều hòa.,điện,high
4623,Lỗi WiFi phòng 707 bị yếu hơn hẳn các phòng lân cận.,internet,normal
4624,Phòng kssv-228 không có nước.,nước,normal
4625,Có tiếng ồn lớn từ phòng KSSV-333 vào đêm qua.,khác,normal
4626,Quạt phòng kssv-321 không quay.,thiết bị,normal
4627,Internet khu vực KSSV-180 mất tín hiệu.,internet,normal
4628,"Ống nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-383.",nước,urgent
4629,Cần bổ sung rèm cửa cho phòng kssv-629.,khác,normal
4630,Có người lạ đi lại gần phòng kssv-483 tối qua.,khác,normal
4631,Báo cáo đường ống nước của hệ thống PCCC bị rò rỉ.,nước,high
4632,Phòng KSSV-396 có rác chưa dọn.,vệ sinh,normal
4633,Phòng 505 bị lập biên bản vì cấm sinh viên khác vào phòng.,khác,normal
4634,Phòng KSSV-249 bị mất đồ cá nhân.,khác,high
4635,Lỗi kết nối mạng bị gián đoạn khi có nhiều thiết bị cùng truy cập.,internet,normal
4636,Phòng kssv-403 không có nước.,nước,high
4637,Phòng kssv-307 có côn trùng bay vào thường xuyên.,khác,normal
4638,Phòng KSSV-331 không có nước từ từ tối qua.,nước,high
4639,Quạt phòng KSSV-123 không quay.,thiết bị,normal
4640,Cần bổ sung rèm cửa cho phòng KSSV-684.,khác,normal
4641,Mùi hôi từ khu vệ sinh gần phòng KSSV-245 rất khó chịu.,vệ sinh,normal
4642,Thùng rác khu sinh viên gần KSSV-167 đầy tràn.,vệ sinh,normal
4643,Wi-Fi phòng KSSV-541 không kết nối được.,internet,normal
4644,Thang bộ bị trơn trượt do không có gờ chống trượt.,thiết bị,normal
4645,Lỗi mạng không thể thực hiện cuộc gọi video chất lượng cao.,internet,normal
4646,Phòng KSSV-414 không có nước từ chiều nay.,nước,high
4647,Phòng em bị sinh viên khác làm phiền liên tục.,khác,normal
4648,Phòng 507 báo cáo giá trị tiền điện hiển thị sai trên đồng hồ.,điện,normal
4649,Ổ cắm phòng KSSV-106 phát ra tia lửa.,điện,high
4650,Ổ điện bàn học kssv-651 không hoạt động.,thiết bị,normal
4651,Điều hòa phòng kssv-525 bị hỏng.,thiết bị,normal
4652,Phòng 304 bị phạt vì rửa chén trong bồn rửa mặt (lần 2).,nước,normal
4653,Thùng rác khu sinh viên gần KSSV-138 đầy tràn.,vệ sinh,normal
4654,Nước trong bồn rửa phòng KSSV-551 bị tắc.,nước,normal
4655,Phòng KSSV-665 không có nước từ đêm qua.,nước,high
4656,Vòi nước phòng KSSV-666 bị rò rỉ.,nước,high
4657,"Router tầng 2 bị lỗi, phòng KSSV-590 không vào mạng.",internet,normal
4658,"Ổ cắm điện nhà vệ sinh bị dính nước, có dấu hiệu chập chờn.",điện,normal
4659,Sinh viên bị thương do ngã ở cầu thang không có đèn.,khác,normal
4660,"Lỗi phao nước của bồn chứa chung bị hỏng, nước chảy tràn ra ngoài.",nước,high
4661,Nước chảy yếu ở nhà tắm gần phòng KSSV-211.,nước,normal
4662,Điện tại phòng KSSV-229 chập chờn khi bật điều hòa.,điện,normal
4663,Đèn chiếu sáng khu vực cổng KTX bị cháy 3/4 bóng.,điện,normal
4664,Vòi nước phòng KSSV-247 bị rò rỉ.,nước,high
4665,Wi-Fi phòng kssv-130 không kết nối được.,internet,normal
4666,Thùng rác khu sinh viên gần KSSV-477 đầy tràn.,vệ sinh,normal
4667,Cần sửa chữa gấp cống thoát nước sàn phòng 603 bị tắc vì tóc.,nước,normal
4668,Nước trong bồn rửa phòng KSSV-695 bị tắc.,nước,normal
4669,Có tiếng ồn lớn từ phòng kssv-118 ban đêm.,khác,normal
4670,Thùng rác khu sinh viên gần KSSV-657 đầy tràn.,vệ sinh,normal
4671,Có người lạ đi lại gần khu phòng KSSV-452 vào đêm qua.,khác,normal
4672,Nước bị ngắt hoàn toàn từ 8h sáng mà không có thông báo trước.,nước,normal
4673,Nước trong bồn rửa phòng kssv-695 bị tắc.,nước,normal
4674,"Tủ đựng đồ phòng 103 bị bung mặt sau, rất dễ mất đồ.",thiết bị,normal
4675,Ổ cắm phòng KSSV-319 phát ra tia lửa.,điện,high
4676,"Router tầng 3 bị lỗi, phòng KSSV-227 không vào mạng.",internet,normal
4677,Phòng kssv-399 bị mất đồ cá nhân.,khác,high
4678,Quạt phòng kssv-542 không quay.,thiết bị,normal
4679,Wi-Fi phòng kssv-196 không kết nối được.,internet,normal
4680,Nước trong bồn rửa phòng KSSV-245 bị tắc.,nước,normal
4681,Lỗi camera an ninh khu vực nhà xe bị mất kết nối.,khác,normal
4682,Ổ điện bàn học phòng KSSV-200 không hoạt động.,thiết bị,normal
4683,Phòng 110 bị cắt nước do lỗi kỹ thuật của KTX.,nước,high
4684,Thang máy khu nhà A bị đứng đột ngột giữa tầng 3 và 4.,thiết bị,normal
4685,Tấm trần nhựa phòng 309 bị rơi xuống sàn.,thiết bị,normal
4686,"Rác thải không được thu gom, chất đống quá tải ở thùng rác chung.",vệ sinh,normal
4687,Ổ điện bàn học phòng KSSV-421 không hoạt động.,thiết bị,normal
4688,Nước chảy yếu ở nhà tắm gần phòng KSSV-310.,nước,normal
4689,Wi-Fi phòng kssv-503 không kết nối được.,internet,normal
4690,Quạt phòng KSSV-522 không quay.,thiết bị,normal
4691,Nhà vệ sinh tầng 6 có mùi hôi.,vệ sinh,normal
4692,Không vào được mạng ở phòng kssv-260.,internet,normal
4693,Khu sinh viên khu vực phòng KSSV-181 mất điện toàn bộ.,điện,normal
4694,"Cống thoát nước mưa sân thượng bị tắc, gây ngập úng toàn bộ hành lang tầng 7.",nước,normal
4695,Phòng 207 báo cáo công suất điện không đủ để chạy cả hai quạt trần cùng lúc.,điện,normal
4696,Phòng 104 muốn được mở khóa tài khoản Internet đã bị tạm ngưng.,internet,normal
4697,Lỗi mạng bị đơ/lag liên tục trong khoảng thời gian từ 20h đến 23h.,internet,normal
4698,Phòng kssv-335 mất điện từ tối qua.,điện,high
4699,"Router tầng 6 bị lỗi, phòng KSSV-395 không vào mạng.",internet,normal
4700,Vòi nước phòng KSSV-394 bị rò rỉ.,nước,high
4701,Cống thoát nước phòng KSSV-611 bị nghẹt.,vệ sinh,normal
4702,Quạt phòng KSSV-254 không quay.,thiết bị,normal
4703,Ổ cắm phòng KSSV-324 phát ra tia lửa.,điện,high
4704,Phòng KSSV-128 có rác chưa dọn.,vệ sinh,normal
4705,Cần hỗ trợ sinh viên bị ốm sốt đột ngột và cần đến bệnh viện.,khác,high
4706,Điện phòng kssv-437 chập chờn khi bật điều hòa.,điện,high
4707,"Chuột chạy trong phòng 201, đề nghị diệt côn trùng khẩn cấp.",vệ sinh,normal
4708,Vòi nước phòng KSSV-245 bị rò rỉ.,nước,high
4709,Có người lạ đi lại gần khu phòng KSSV-253 vào trưa nay.,khác,normal
4710,Phòng KSSV-466 bị mất đồ cá nhân.,khác,high
4711,"Thùng rác chung bị vỡ nắp, rác thải bay ra ngoài.",vệ sinh,normal
4712,Cống thoát nước phòng KSSV-255 bị nghẹt.,vệ sinh,normal
4713,"Mạng bị lỗi DNS, không truy cập được các trang web sử dụng tên miền.",internet,normal
4714,Phòng kssv-403 mất điện từ tối qua.,điện,high
4715,Phòng 202 báo cáo chuột cắn dây điện trong phòng.,khác,normal
4716,"Cửa sổ phòng 201 bị gỉ sét, không thể đóng kín.",thiết bị,normal
4717,Mùi hôi từ nhà vệ sinh kssv-149 rất khó chịu.,vệ sinh,normal
4718,Phòng kssv-190 có côn trùng bay vào thường xuyên.,khác,normal
4719,Phòng kssv-480 bị mất đồ cá nhân.,khác,high
4720,Đèn học phòng kssv-520 bị hỏng.,thiết bị,normal
4721,Phòng kssv-365 không có nước.,nước,high
4722,Có người lạ đi lại gần khu phòng KSSV-423 vào đêm qua.,khác,normal
4723,Ổ điện bàn học phòng KSSV-483 không hoạt động.,thiết bị,normal
4724,"Phòng 409 bị nấm mốc đen lan rộng khắp tường do ẩm ướt, ảnh hưởng sức khỏe.",vệ sinh,normal
4725,"Router tầng 6 bị lỗi, phòng KSSV-426 không vào mạng.",internet,normal
4726,Báo cáo chuông báo cháy ở khu vực bếp chung bị kêu giả.,thiết bị,normal
4727,Có người lạ đi lại gần khu phòng KSSV-311 vào từ tối qua.,khác,normal
4728,Ổ cắm phòng KSSV-165 phát ra tia lửa.,điện,high
4729,Phòng 508 báo cáo thiết bị phát WiFi có tiếng kêu lạ.,internet,normal
4730,Cần sửa chữa nắp cống bị bung ở khu vực sân chung.,nước,normal
4731,Có người lạ đi lại gần khu phòng KSSV-166 vào chiều nay.,khác,normal
4732,Khu sinh viên khu vực phòng KSSV-140 mất điện toàn bộ.,điện,normal
4733,Cần thay thế thùng rác bị thủng đáy ở khu vực căn tin.,vệ sinh,normal
4734,Ống nước tầng 2 kssv bị vỡ.,nước,urgent
4735,Bảng điện hành lang gần KSSV-140 nhảy aptomat liên tục.,điện,high
4736,Báo cáo rèm cửa phòng 603 bị rách và tuột dây kéo.,thiết bị,normal
4737,Có tiếng ồn lớn từ phòng KSSV-632 vào đêm qua.,khác,normal
4738,Báo cáo đồ đạc chặn lối thoát hiểm ở tầng 6.,khác,normal
4739,Nền gạch ở sảnh KTX bị trơn trượt do nước.,khác,normal
4740,Phòng KSSV-435 có rác chưa dọn.,vệ sinh,normal
4741,"Dây điện phía sau quạt trần phòng 605 bị tuột vỏ bọc, hở lõi.",điện,normal
4742,Phòng 709 bị cắt điện do lỗi kỹ thuật của hệ thống KTX.,điện,normal
4743,Khu kssv mất điện toàn bộ.,điện,normal
4744,Ổ điện bàn học phòng KSSV-611 không hoạt động.,thiết bị,normal
4745,Quạt phòng KSSV-221 không quay.,thiết bị,normal
4746,Internet khu vực KSSV-625 mất tín hiệu.,internet,normal
4747,"Router tầng 6 bị lỗi, phòng KSSV-201 không vào mạng.",internet,normal
4748,Báo cáo máy sấy quần áo ở khu B bị hỏng chức năng sấy nóng.,thiết bị,normal
4749,"Lỗi router tầng 6 bị hỏng, không có đèn báo nguồn sáng.",internet,normal
4750,Phòng 406 thắc mắc về mức độ sạch sẽ của nước sinh hoạt.,vệ sinh,normal
4751,Wi-Fi phòng kssv-201 không kết nối được.,internet,normal
4752,Mùi hôi từ khu vệ sinh gần phòng KSSV-614 rất khó chịu.,vệ sinh,normal
4753,Quạt phòng KSSV-323 không quay.,thiết bị,normal
4754,Đèn trong phòng kssv-299 bị cháy.,điện,normal
4755,Ổ cắm phòng KSSV-374 phát ra tia lửa.,điện,high
4756,"Cần người đến kiểm tra đồng hồ điện phòng 610, nó nhảy số rất nhanh và bất thường.",điện,high
4757,Điện phòng kssv-628 chập chờn khi bật điều hòa.,điện,high
4758,Phòng 407 báo cáo nước có vị đắng bất thường.,nước,normal
4759,Phòng 310 cần thông tắc cống thoát nước ở ban công bị ứ đọng.,nước,normal
4760,Vòi nước phòng kssv-198 bị rò rỉ.,nước,high
4761,Cần bổ sung rèm cửa cho phòng kssv-551.,khác,normal
4762,Phòng KSSV-307 bị mất đồ cá nhân.,khác,high
4763,Không vào được mạng tại phòng KSSV-432.,internet,normal
4764,Cống thoát nước phòng KSSV-302 bị nghẹt.,vệ sinh,normal
4765,"Router tầng 3 bị lỗi, phòng KSSV-169 không vào mạng.",internet,normal
4766,Cần bổ sung rèm cửa cho phòng KSSV-162.,khác,normal
4767,Phòng kssv-281 có rác chưa dọn.,vệ sinh,normal
4768,Thùng rác khu sinh viên gần KSSV-402 đầy tràn.,vệ sinh,normal
4769,Mùi hôi từ khu vệ sinh gần phòng KSSV-195 rất khó chịu.,vệ sinh,normal
4770,Cần bổ sung rèm cửa cho phòng kssv-366.,khác,normal
4771,"Router tầng 1 bị lỗi, phòng KSSV-465 không vào mạng.",internet,normal
4772,Cần thông báo lịch phun thuốc diệt côn trùng cho sinh viên.,vệ sinh,normal
4773,Có người lạ đi lại gần phòng kssv-143 tối qua.,khác,normal
4774,Điều hòa phòng KSSV-209 bị hỏng.,thiết bị,normal
4775,Có người lạ đi lại gần khu phòng KSSV-516 vào từ sáng nay.,khác,normal
4776,Internet khu vực KSSV-630 mất tín hiệu.,internet,normal
4777,Điều hòa phòng KSSV-189 bị hỏng.,thiết bị,normal
4778,Phòng kssv-209 bị mất đồ cá nhân.,khác,high
4779,Có tiếng ồn lớn từ phòng kssv-536 ban đêm.,khác,normal
4780,Điện tại phòng KSSV-488 chập chờn khi bật điều hòa.,điện,normal
4781,"Vòi nước ở bồn rửa tay chung tầng 4 bị gãy, nước chảy xối xả không ngừng.",nước,normal
4782,"WiFi tầng 6 liên tục bị rớt mạng mỗi 5 phút, không thể làm việc.",internet,normal
4783,Phòng kssv-491 không có nước.,nước,normal
4784,"Cần kiểm tra an ninh khu vực ban đêm, có nhiều người lạ.",khác,normal
4785,Không vào được mạng tại phòng KSSV-430.,internet,normal
4786,"Router tầng 2 bị lỗi, phòng KSSV-620 không vào mạng.",internet,normal
4787,Ổ điện bàn học kssv-305 không hoạt động.,thiết bị,normal
4788,Bảng điện hành lang gần KSSV-584 nhảy aptomat liên tục.,điện,high
4789,Nước chảy yếu ở nhà tắm gần phòng KSSV-573.,nước,normal
4790,Lỗi vòi nước ở máy lọc nước công cộng bị rò rỉ liên tục.,thiết bị,high
4791,Cần vệ sinh và khử trùng khu vực để xe đạp điện.,vệ sinh,normal
4792,Nước trong bồn rửa phòng KSSV-283 bị tắc.,nước,normal
4793,Phòng kssv-582 có rác chưa dọn.,vệ sinh,normal
4794,Phòng KSSV-216 bị mất đồ cá nhân.,khác,high
4795,Có người lạ đi lại gần khu phòng KSSV-488 vào tối qua.,khác,normal
4796,Cống thoát nước phòng KSSV-246 bị nghẹt.,vệ sinh,normal
4797,Phòng kssv-272 có rác chưa dọn.,vệ sinh,normal
4798,Mùi hôi từ khu vệ sinh gần phòng KSSV-522 rất khó chịu.,vệ sinh,normal
4799,"WiFi khu vực tầng 3 liên tục bị rớt sóng, không ổn định.",internet,normal
4800,Ổ cắm phòng kssv-362 phát ra tia lửa.,điện,high
4801,Đèn học phòng kssv-369 bị hỏng.,thiết bị,normal
4802,Phòng 210 thắc mắc về lỗi hệ thống cấp tài khoản mạng.,internet,normal
4803,Wi-Fi phòng kssv-562 không kết nối được.,internet,normal
4804,Cần bổ sung rèm cửa cho phòng KSSV-452.,khác,normal
4805,Điện tại phòng KSSV-571 chập chờn khi bật điều hòa.,điện,normal
4806,Lỗi cổng ra vào KTX bị hỏng cần gạt tự động.,thiết bị,normal
4807,Phòng 502 muốn được kích hoạt lại dịch vụ Internet sau khi đóng phí.,internet,normal
4808,Điện tại phòng KSSV-680 chập chờn khi bật điều hòa.,điện,high
4809,Phòng kssv-548 không có nước.,nước,high
4810,Phòng KSSV-576 có côn trùng bay vào thường xuyên.,khác,normal
4811,Thùng rác khu sinh viên gần KSSV-421 đầy tràn.,vệ sinh,normal
4812,Không vào được mạng ở phòng kssv-558.,internet,normal
4813,Phòng KSSV-619 bị mất đồ cá nhân.,khác,high
4814,Cần bổ sung rèm cửa cho phòng KSSV-358.,khác,normal
4815,Phòng KSSV-408 mất điện từ sáng nay.,điện,high
4816,Nước có màu vàng đục và mùi tanh như bùn đất sau khi sửa chữa đường ống.,nước,normal
4817,Báo cáo cặn bẩn màu đen rỉ ra từ máy giặt chung.,vệ sinh,normal
4818,Không vào được mạng ở phòng kssv-536.,internet,normal
4819,Ổ điện bàn học kssv-159 không hoạt động.,thiết bị,normal
4820,Phòng kssv-274 có côn trùng bay vào thường xuyên.,khác,normal
4821,Quạt phòng kssv-610 không quay.,thiết bị,normal
4822,Phòng kssv-152 bị mất đồ cá nhân.,khác,high
4823,Ổ cắm phòng kssv-531 phát ra tia lửa.,điện,high
4824,Nước chảy yếu ở nhà tắm kssv-509.,nước,normal
4825,Thùng rác khu sinh viên gần KSSV-220 đầy tràn.,vệ sinh,normal
4826,Phòng kssv-472 mất điện từ tối qua.,điện,high
4827,Cần tìm gấp chìa khóa tủ đồ cá nhân bị mất.,khác,normal
4828,Phòng 109 muốn khôi phục dịch vụ Internet đã bị hủy.,internet,normal
4829,Ổ điện bàn học phòng KSSV-650 không hoạt động.,thiết bị,normal
4830,Điện tại phòng KSSV-652 chập chờn khi bật điều hòa.,điện,high
4831,"Ống nước tầng 1 bị vỡ, ảnh hưởng khu vực KSSV-205.",nước,urgent
4832,Mạng WiFi KTX bị mất kết nối hoàn toàn từ 2 tiếng trước.,internet,normal
4833,Nhà vệ sinh tầng 4 kssv có mùi hôi.,vệ sinh,normal
4834,Không vào được mạng ở phòng kssv-167.,internet,normal
4835,Màng lọc điều hòa phòng 107 cần được vệ sinh khẩn cấp.,thiết bị,normal
4836,Phòng 209 bị phạt vì đánh bài trong phòng.,khác,normal
4837,"Ống nước tầng 4 bị vỡ, ảnh hưởng khu vực KSSV-119.",nước,normal
4838,Báo cáo cửa sổ phòng 410 không thể mở được vì kẹt chốt.,thiết bị,normal
4839,Phòng KSSV-686 có côn trùng bay vào thường xuyên.,khác,normal
4840,Thùng rác khu sinh viên gần KSSV-627 đầy tràn.,vệ sinh,normal
